	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
1437	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.FI.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV12	ALL	LE	E	 Finland, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1438	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.FI.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV13	ALL	LE	E	 Finland, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1439	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.FI.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV31	ALL	LE	E	 Finland, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1440	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.FI.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV33	ALL	LE	E	 Finland, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1441	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.FI.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV34	ALL	LE	E	 Finland, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1442	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.FI.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV35	ALL	LE	E	 Finland, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1443	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.FI.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV36	ALL	LE	E	 Finland, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1444	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.FI.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	FI	MSV37	ALL	LE	E	 Finland, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1445	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.FI.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV38	ALL	LE	E	 Finland, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1446	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.FI.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	MSV39	ALL	LE	E	 Finland, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1447	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.FI.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FI	MSV40	ALL	LE	E	 Finland, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1448	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.FI.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FI	MSV41	ALL	LE	E	 Finland, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1449	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.FI.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FI	MSV42	ALL	LE	E	 Finland, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1450	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.FI.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	NSV12	ALL	LE	E	 Finland, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1451	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.FI.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	NSV13	ALL	LE	E	 Finland, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1452	OWN FUNDS	SUP.Q.FI.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FI	O0000	ALL	LE	E	 Finland, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1453	TIER 1 CAPITAL	SUP.Q.FI.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FI	O1000	ALL	LE	E	 Finland, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1454	Solvency ratio [%]	SUP.Q.FR.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FR	I4001	_Z	_Z	PCT	 France, Solvency ratio [%], Percentage
1455	Tier 1 ratio [%]	SUP.Q.FR.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FR	I4002	_Z	_Z	PCT	 France, Tier 1 ratio [%], Percentage
1456	Common equity Tier 1 ratio [%]	SUP.Q.FR.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FR	I4008	_Z	_Z	PCT	 France, Common equity Tier 1 ratio [%], Percentage
1457	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.FR.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	KSV12	_Z	_Z	PCT	 France, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1458	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.FR.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	KSV13	_Z	_Z	PCT	 France, Leverage Ratio (transitional definition of Tier 1), Percentage
1459	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.FR.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV12	ALL	LE	E	 France, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1460	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.FR.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV13	ALL	LE	E	 France, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1461	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.FR.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV31	ALL	LE	E	 France, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1462	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.FR.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV33	ALL	LE	E	 France, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1463	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.FR.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV34	ALL	LE	E	 France, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1464	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.FR.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV35	ALL	LE	E	 France, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1465	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.FR.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV36	ALL	LE	E	 France, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1466	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.FR.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	FR	MSV37	ALL	LE	E	 France, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1467	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.FR.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV38	ALL	LE	E	 France, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1468	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.FR.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	MSV39	ALL	LE	E	 France, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1469	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.FR.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FR	MSV40	ALL	LE	E	 France, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1470	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.FR.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FR	MSV41	ALL	LE	E	 France, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1471	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.FR.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	FR	MSV42	ALL	LE	E	 France, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1472	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.FR.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	NSV12	ALL	LE	E	 France, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1473	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.FR.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FR	NSV13	ALL	LE	E	 France, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1474	OWN FUNDS	SUP.Q.FR.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FR	O0000	ALL	LE	E	 France, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1475	TIER 1 CAPITAL	SUP.Q.FR.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FR	O1000	ALL	LE	E	 France, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1476	Solvency ratio [%]	SUP.Q.GR.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	GR	I4001	_Z	_Z	PCT	 Greece, Solvency ratio [%], Percentage
1477	Tier 1 ratio [%]	SUP.Q.GR.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	GR	I4002	_Z	_Z	PCT	 Greece, Tier 1 ratio [%], Percentage
1478	Common equity Tier 1 ratio [%]	SUP.Q.GR.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	GR	I4008	_Z	_Z	PCT	 Greece, Common equity Tier 1 ratio [%], Percentage
1479	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.GR.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	KSV12	_Z	_Z	PCT	 Greece, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1480	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.GR.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	KSV13	_Z	_Z	PCT	 Greece, Leverage Ratio (transitional definition of Tier 1), Percentage
1481	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.GR.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV12	ALL	LE	E	 Greece, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1482	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.GR.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV13	ALL	LE	E	 Greece, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1483	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.GR.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV31	ALL	LE	E	 Greece, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1484	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.GR.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV33	ALL	LE	E	 Greece, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1485	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.GR.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV34	ALL	LE	E	 Greece, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1486	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.GR.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV35	ALL	LE	E	 Greece, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1487	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.GR.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV36	ALL	LE	E	 Greece, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1488	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.GR.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	GR	MSV37	ALL	LE	E	 Greece, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1489	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.GR.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV38	ALL	LE	E	 Greece, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1490	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.GR.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	MSV39	ALL	LE	E	 Greece, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1491	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.GR.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	GR	MSV40	ALL	LE	E	 Greece, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1492	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.GR.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	GR	MSV41	ALL	LE	E	 Greece, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1493	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.GR.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	GR	MSV42	ALL	LE	E	 Greece, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1494	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.GR.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	NSV12	ALL	LE	E	 Greece, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1495	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.GR.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	GR	NSV13	ALL	LE	E	 Greece, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1496	OWN FUNDS	SUP.Q.GR.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	GR	O0000	ALL	LE	E	 Greece, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1497	TIER 1 CAPITAL	SUP.Q.GR.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	GR	O1000	ALL	LE	E	 Greece, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1498	Solvency ratio [%]	SUP.Q.HR.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	I4001	_Z	_Z	PCT	 Croatia, Solvency ratio [%], Percentage
1499	Tier 1 ratio [%]	SUP.Q.HR.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	I4002	_Z	_Z	PCT	 Croatia, Tier 1 ratio [%], Percentage
1500	Common equity Tier 1 ratio [%]	SUP.Q.HR.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	I4008	_Z	_Z	PCT	 Croatia, Common equity Tier 1 ratio [%], Percentage
1501	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.HR.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	KSV12	_Z	_Z	PCT	 Croatia, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1502	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.HR.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	KSV13	_Z	_Z	PCT	 Croatia, Leverage Ratio (transitional definition of Tier 1), Percentage
1503	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.HR.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	MSV12	ALL	LE	E	 Croatia, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1504	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.HR.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	MSV13	ALL	LE	E	 Croatia, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1505	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.HR.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	MSV31	ALL	LE	E	 Croatia, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1506	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.HR.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	MSV33	ALL	LE	E	 Croatia, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1507	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.HR.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	HR	MSV34	ALL	LE	E	 Croatia, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
